757:17,302,654,616,58,84,76,564,8,1102
758:15,15676,4374,1109,407,17,302,616,654,58
763:354,40704,17,84,29,8,650,542,518,564
773:28635,17,302,654,616,8,58,650,84,101
774:116,521,1245,4669,65,17,302,8,518,650
775:559,13070,8683,58,518,542,76,15,1102,354
782:29709,1039,9617,1825,103144,1965,302,654,616,58
784:5159,14202,48522,17,302,518,542,84,76,29
793:398,709,4756,40393,3448,654,616,8,29,76
803:17,302,84,654,1119,70,616,354,8,138
813:8276,35068,17,616,302,654,518,84,542,650
815:749,116,302,654,58,8,84,76,542,29
817:749,116,58,616,29,1102,8,76,650,518
818:12657,984,76,5480,1326,463,8860,2318,564,1528
823:28,1744,14498,71891,21145,17,245,616,302,8
825:3632,77914,2128,654,616,58,8,518,29,542
833:1548,17164,220,559,2982,302,58,8,84,76
835:8276,302,654,616,58,84,518,542,76,101
838:8066,8066,219,12861,131,862,8392,17,8427,4671
844:58,29,8,76,518,354,542,736,301,15
850:866,17,302,654,354,76,29,84,58,616
856:13498,5567,1958,19984,303,6,138,70,301,364
857:709,3476,302,84,8,518,650,76,542,1102
874:1696,81912,9617,296,932,302,58,518,84,76
891:17,361,302,654,354,29,84,58,76,616
899:10930,1815,709,5567,17,616,302,654,8,58
900:17,302,654,616,58,29,542,8,650,101
911:302,654,58,616,84,8,76,29,518,650
918:2917,46215,17,302,654,616,58,8,84,518
925:17,302,654,616,58,84,564,8,76,518
926:116,7973,19963,302,58,84,8,542,518,76
937:61146,23122,3915,3485,776,302,654,616,58,518
949:1790,82227,82228,82229,82224,82225,82226,82233,82234,82235
964:17,302,654,616,58,8,518,84,15,542
970:5998,14636,2656,8,4300,9093,4613,50946,84,5010
977:1217,709,11154,6957,17,518,29,650,15,354
981:4513,17,245,1002,1744,710,8,302,508,15
982:17,2162,302,84,1119,654,875,70,354,8
984:4268,1572,21899,1217,1109,17,654,616,58,84
992:2068,17,508,616,302,76,245,654,8,564
993:18057,1550,654,616,58,84,29,76,518,1102
998:6573,17,302,616,654,58,84,76,564,650
1000:3233,14202,709,65,559,17,58,8,84,542
1007:116,709,356,17,654,29,8,84,542,518
1027:168,1400,661,1326,801,760,1528,574,76,8733
1028:17,302,616,58,518,29,650,354,542,76
1044:1874,4288,17,302,654,84,616,58,8,518
1045:356,65,559,17,58,8,84,542,518,650
1049:76,17,564,616,654,542,302,58,81,508
1068:17,76,1002,441,302,245,654,508,224,8
1069:1217,28684,1187,875,14202,654,84,8,29,76
1070:18315,32743,1405,56,5553,6704,17,616,58,84
1082:15141,84,518,650,542,1102,101,15,138,6
1083:1034,3304,2558,2018,45686,21899,1109,225,4757,3297
1088:6809,3642,23266,119,10046,17,616,302,654,8
1094:1039,16319,616,58,29,736,301,70,6,61
1116:65,302,654,58,616,84,8,76,29,650
1121:17,17,1578,654,61,2548,616,902,29,568
1125:2982,1039,3191,829,84,302,654,616,58,84
1127:65,427,20505,1703,17,616,302,654,58,8
1132:17,302,654,58,8,76,650,542,518,15
1133:3476,14202,497,8,76,518,650,15,354,1102
1140:302,58,302,616,58,29,8,542,84,76
1141:17,1382,302,327,787,8,70,508,84,654
1148:17,76,302,508,616,654,70,8,1023,58
1153:6968,26460,17,654,616,58,518,1102,29,76
1163:1097,82229,82230,82225,82226,82227,82228,82231,82236,82237
1166:17,616,518,8,302,654,15,542,58,32
1172:7984,56962,24429,889,52729,17,616,302,654,58
1192:17,302,616,58,8,29,542,518,650,76
1204:17,302,654,616,58,61,15,542,29,84
1208:17,654,302,58,616,650,542,29,8,15
1209:28541,1218,17,76,302,616,8,654,564,58
1234:38251,17,76,302,616,654,58,168,650,564
1236:65,17,302,616,58,654,8,76,542,518
1245:65,302,654,84,616,58,8,76,518,29
1263:8683,1384,3191,17,302,58,84,8,542,650
1267:1567,19300,22723,2200,6485,302,654,616,58,84
1269:4021,4755,3107,1352,2880,189,508,17,1712,6434
1288:67016,1017,67016,692,654,398,17,138,518,8213
1295:15,6759,22606,8730,1719,616,518,542,76,15
1296:709,17,654,58,29,84,650,8,76,542
1302:709,17,302,616,654,8,76,542,650,29
1305:28,17,302,58,84,29,8,518,650,542
1342:17,84,518,302,616,654,58,1102,101,650
1382:11243,44666,17,302,616,654,8,84,58,518
1389:75115,40853,4245,61636,1305,6836,65418,120740,15025,85140
1391:26376,32,402,17,302,787,650,674,616,58
1397:81,226,140,986,1749,500,70,262,780,2967
1402:302,616,58,84,8,650,518,76,354,1102
1405:96890,4697,24722,92558,82234,82231,82232,82233,82235,82239
1407:1324,17,302,616,542,58,518,486,654,650
1408:17,17,302,616,654,84,518,58,564,650
1409:387,908,179,616,8,354,542,138,564,101
1412:2013,17,302,654,58,616,84,70,354,29
1413:3250,116,542,15,101,6,289,736,861,32
1418:1405,1684,654,76,542,650,15,564,289,138
1419:4755,3172,4825,1712,378,508,6434,17,76,12990
1420:179,302,654,616,58,8,29,354,518,76
1427:4187,3159,4203,3476,10856,17,8,84,518,29
1430:1196,3057,2657,4522,6346,1405,422,17,302,58
1431:285,654,58,616,84,8,518,76,650,542
1435:967,1930,302,616,58,84,29,76,564,61
1437:17,616,302,76,654,58,650,542,564,8
1441:6559,6559,3307,245,2548,6745,2715,840,690,4268
1447:18867,17,616,302,654,8,518,58,84,542
1448:17,245,2548,8,542,76,81,650,654,616
1457:322,17,302,616,654,58,542,70,15,518
1458:10520,14330,15,17,11522,17,302,616,58,15
1469:32741,12259,302,616,58,84,76,518,542,1102
1477:6527,22136,17,302,616,654,518,84,58,76
1486:168,719,76,984,1326,8860,1400,5480,564,801
1490:10973,65,17,302,654,866,616,58,76,8
1491:302,654,616,58,84,8,650,76,1102,518
1500:5103,1196,2101,302,58,84,518,76,29,15
1503:454,654,616,58,8,650,76,542,354,15
1517:888,1790,49945,3704,15247,44607,1335,114309,99978,10057
1518:65,17,616,302,8,654,518,58,84,542
1535:13739,568,6673,7194,3841,4828,302,654,58,84
1551:8276,616,8,650,518,542,354,15,736,70
1552:29723,19245,1402,70,653,731,226,29,10906,4048
1553:8683,518,3191,17,616,654,302,58,542,518
1559:5991,302,654,616,29,84,8,650,76,518
1560:10323,85755,3297,27251,17164,829,387,17,302,58
1561:4174,902,19984,8868,2816,17,616,58,542,518
1562:5465,709,6809,654,616,29,8,650,518,1102
1569:986,986,81,226,70,508,2967,698,302,17
1570:18835,51053,17,654,302,616,84,8,58,518
1588:3886,1187,1119,84,53,48,245,17,15,542
1589:42489,1217,86063,2868,654,58,616,84,8,76
1591:62108,69776,82232,82233,82234,82231,82228,82229,82230,82239
1601:749,3841,116,17,302,616,654,58,8,76
1602:185,16056,17,616,302,654,8,518,58,15
1629:1410,1039,119,559,17,616,302,654,58,8
1634:2265,76,8337,6901,9662,17,1913,327,2328,40
1642:302,654,58,8,518,542,76,1102,650,564
1653:23813,17,616,654,302,58,8,84,542,101
1654:25164,9789,8105,3191,302,84,8,29,518,542
1655:1009,16514,654,8,29,542,76,650,15,354
1668:43182,15522,143,6855,454,616,29,84,8,650
1681:3915,518,17,616,58,84,29,8,518,650
1703:20192,116,650,7312,709,302,654,616,84,58
1721:302,245,17,15,61,654,616,58,542,4268
1727:5315,68712,17,302,654,616,58,650,29,8
1728:302,58,616,84,8,1102,354,76,650,518
1745:17,616,302,654,58,8,518,542,245,84
1746:101,17,302,616,654,58,542,8,518,650
1751:51158,427,14202,54638,19552,302,654,616,84,8
1756:803,9077,690,1102,1403,302,654,8,616,58
1758:1220,17,616,302,654,58,8,76,542,650
1761:81,226,17,508,542,245,1382,8,616,564
1767:58,616,84,8,76,354,1102,518,70,138
1779:1674,8635,17395,1674,93097,56748,103533,93631,86913,37843
1780:13960,9354,731,67574,10404,10503,32648,140,1772,88524
1783:7407,17,302,58,8,29,84,76,542,518
1787:1217,19442,616,518,29,76,15,564,354,101
1788:17,302,616,654,58,8,650,508,84,542
1794:1832,427,1930,17,616,654,302,58,15,8
1796:2166,2770,10012,654,8,84,29,650,542,15
1803:709,17,302,654,616,58,84,76,8,29
1820:65,17,302,1352,76,616,654,508,8,58
1821:14202,2302,2770,17,616,518,8,654,58,15
1822:2976,10560,6957,3476,17,302,616,654,58,8
1823:39119,1220,17,84,650,542,76,15,6,564
1840:60,1009,1039,616,542,650,564,354,736,301
1841:9491,76,984,17,8860,70,463,5480,1400,1326
1842:17,302,58,616,84,29,8,518,542,76
1850:28,17,302,8,654,616,58,84,29,1102
1853:7037,17,302,654,616,76,58,8,542,866
1854:1387,1039,1744,303,2848,17,302,654,8,542
1862:3915,57158,119,65,5319,302,616,1102,650,542
1880:17,302,84,875,654,1119,354,616,8,76
1883:4502,13063,3915,302,31686,12684,302,654,58,8
1890:990,302,654,616,58,84,8,29,518,1102
1891:302,17,654,58,616,29,84,8,15,518
1893:6011,185,302,616,654,58,84,76,15,29
1894:18287,654,616,58,8,84,29,518,564,542
1911:29727,9127,741,22420,78658,53100,10348,29000,13581,5975
1912:17,302,654,616,58,8,76,650,84,138
1913:17,616,302,654,58,8,518,542,84,861
1930:48930,2548,197,5111,8069,5627,7160,4755,17,27094
1932:95798,33562,30513,17,76,616,654,58,81,2139
1950:4254,3465,14202,1548,3409,542,15,301,61,861
1951:2121,1360,17,564,542,654,1287,616,931,94
1952:17,616,84,76,8,542,1102,518,15,6
2005:1217,65726,119,356,8868,302,518,542,29,76
2017:26739,107733,101380,44039,23213,13894,11246,47586,123006,58208
2025:236,17,776,10075,8861,6766,4203,616,364,20850
2030:568,17,302,616,654,58,8,542,15,650
2034:6186,4755,1352,76,9914,57937,787,189,3213,2904
2038:17,302,654,58,29,616,542,15,84,650
2046:10492,27296,13889,11199,91537,9289,17,6503,3672,8
2058:12597,12597,17944,121818,43327,48197,88234,1410,12495,3
2068:1451,9617,5567,1800,559,17,616,302,654,58
2070:2338,2537,568,1920,15,302,84,654,616,58
2071:650,12042,2085,2906,14202,302,616,58,518,76
2072:4364,302,654,616,58,518,1102,29,354,76
2074:4660,924,17,76,8,616,302,508,564,70
2075:3476,28,548,302,654,8,84,542,76,15
2076:82230,82229,82228,82225,82226,82227,82231,82236,82237,82238
2077:10930,8483,656,17,654,616,58,518,29,76
2080:16104,356,17,654,58,84,518,29,650,542
2085:3551,89092,829,3476,12133,17,616,302,654,58
2097:709,967,18867,559,124,302,616,654,58,84
2112:17,302,654,866,76,84,616,58,29,8
2115:65,119,17,616,302,654,8,58,542,84
2116:17,302,654,616,8,58,84,542,650,15
2123:65,17,654,616,58,8,29,1102,76,518
2135:1966,1359,17,302,616,654,58,8,76,564
2141:81,698,564,138,986,2204,1535,542,2030,70
2147:3250,16911,24718,3448,3791,402,3465,12673,6059,17030
2154:2677,12657,5010,32577,17,302,616,654,58,8
2160:188,30094,322,4174,15,17,302,8,84,29
2162:661,2012,719,76,5480,1400,463,661,564,1528
2170:709,17,302,58,542,8,15,650,29,564
2177:14500,17,224,162,29,302,459,81,650,654
2184:11522,13683,58,616,84,8,542,650,518,1102
2185:17,302,616,654,58,8,542,76,564,518
2187:82231,82230,82232,82227,82240,82229,82228,82237,82238,82239
2211:17,302,654,616,58,76,8,542,650,84
2223:533,17,76,81,70,58,616,8,226,654
2243:119,559,17,616,654,302,8,58,518,245
2244:699,1405,124,3915,1548,17,616,302,654,58
2247:6,3250,116,554,302,654,616,58,84,518
2250:49715,49715,1951,353,7838,2194,47112,4103,36231,23527
2253:5103,17,76,616,302,226,70,58,654,508
2260:82228,82226,82225,82227,82233,82234,82235,82232,82229,82230
2261:8276,1631,9525,302,654,616,58,76,542,29
2262:96,82230,82231,82232,82227,82226,82229,82228,82237,82238
2290:65,94,15,8276,285,29,518,650,542,15
2291:13636,17,616,29,84,8,76,542,518,15
2293:236,4907,84198,17,84,302,616,654,58,101
2301:429,4032,17,84,1102,65,5567,2668,7611,302
2302:16229,245,39395,33882,353,1524,774,2200,70923,2696
2304:76,719,17,564,984,1326,5480,463,661,302
2318:23243,1217,12612,3476,116,654,84,76,29,15
2325:302,654,84,8,616,58,1102,29,354,76
2335:1119,15510,356,17,302,654,616,8,84,518
2343:17,302,322,32,1023,925,2140,650,394,244
2346:17,70,616,76,302,654,58,81,138,84
2347:2186,100785,7728,322,118261,67268,1286,3698,831,108142
2348:179,54357,1874,829,5542,17,302,654,616,58
2362:82229,82230,82228,82227,82237,82232,82234,82233,82236,82231
2363:8276,17,302,616,29,84,8,650,542,76
2364:2655,302,616,84,29,8,650,76,518,1102
2369:5638,6098,17,70,616,302,76,654,8,58
2373:953,49219,17,84,302,616,654,58,76,1102
2381:17431,1109,17,302,654,616,58,29,8,84
2382:17,302,616,654,564,58,8,650,518,84
2384:17,302,1119,84,654,354,70,8,245,947
2385:17,302,58,616,29,84,8,542,650,1102
2392:2703,82230,82231,82232,82227,82226,82229,82228,82237,82238
2393:559,9617,1023,17,302,654,616,84,58,8
2394:18867,5465,302,654,616,84,58,542,76,29
2395:17,616,84,8,650,76,518,15,1102,101
2399:17,302,654,616,76,58,8,84,226,650
2405:559,356,1196,967,6024,17,302,654,58,8
2407:18287,1649,866,17,302,654,76,354,84,29
2408:302,654,84,58,616,8,29,1102,354,76
2419:58,8,616,654,302,568,17,76,861,29
2429:17,354,94,70,1382,302,245,9482,654,657
2447:29,84,8,76,1102,354,518,542,6,289
2452:12832,2282,8349,30791,25216,698,19626,2848,24481,1913
2453:71417,29657,23740,1568,13396,24945,27858,128,263,1573
2454:17,76,508,616,564,654,8,302,518,542
2456:17,58,616,29,84,76,8,650,1102,542
2461:9525,1548,18505,8868,13150,518,29,542,101,61
2464:967,12883,654,58,616,8,354,76,518,650
2465:559,119,58,616,84,8,1102,354,76,650
2469:559,302,616,58,84,8,29,542,518,76
2489:2632,168,719,984,1326,801,1400,5480,1528,8860
2491:2319,82229,82230,82231,82227,82226,82228,82232,82237,82238
2499:50804,1097,1097,302,13523,17,58,654,508,616
2500:11626,709,2480,65,654,616,58,84,8,29
2501:162,947,931,17,1382,8,327,131,119,1405
2505:8105,17,654,616,58,84,29,518,650,542
2510:1460,1326,17,76,508,297,168,65,81,70
2515:116,17,302,616,654,58,650,564,8,84
2518:3928,20382,17,76,698,361,40,564,302,616
2520:1039,22121,8546,5312,17,616,302,654,58,84
2521:398,3753,454,302,654,616,58,84,8,518
2524:302,17,654,58,616,84,650,8,1102,76
2536:559,967,8683,3191,17,302,8,542,518,15
2541:302,654,58,8,84,518,76,29,15,650
2547:17,302,654,616,58,650,76,29,8,84
2553:9134,36848,25366,44578,5125,31397,8960,18939,35177,19507
2558:9247,12254,74498,1758,1296,12657,17,616,76,58
2560:645,616,58,84,29,76,15,1102,354,564
2563:15453,19984,8276,302,654,58,84,15,650,29
2573:749,8868,14129,7178,616,58,29,84,8,76
2591:17,616,302,654,58,8,76,542,29,84
2596:366,17,302,616,654,84,58,518,29,1102
2597:17,780,76,58,302,262,226,616,654,70
2601:17,302,58,616,29,84,1102,8,354,76
2604:367,17,616,302,76,654,58,8,70,226
2611:9617,302,654,84,616,58,8,518,354,76
2612:17,302,654,58,542,518,15,76,84,29
2615:8,84,29,518,542,650,76,564,1102,354
2625:17,302,226,654,616,76,138,84,58,354
2626:116,699,2897,302,616,84,518,76,354,564
2634:8213,10046,71850,9278,83929,3993,11535,2748,17,654
2636:654,58,616,84,29,8,76,650,354,1102
2639:17,302,616,654,508,8,518,70,84,1023
2650:17731,4194,2123,4308,86115,75058,10451,13766,23102,3432
2661:17,616,302,518,654,8,84,58,101,245
2663:17,84,302,654,8,616,518,58,899,70
2666:3250,17,616,302,58,654,542,650,8,29
2676:5420,24698,179,8213,11524,17,654,302,616,58
2689:74776,17,302,616,654,58,8,542,518,76
2693:790,790,8,650,21813,17,10408,36085,27340,873
2708:116,22606,17,302,654,616,58,8,84,542
2709:238,1389,65,17,616,654,245,302,8,542
2713:13615,699,17,8,616,302,654,58,84,542
2715:2259,984,76,1400,661,2153,564,5738,760,801
2716:16542,500,81,986,8,226,616,542,302,731
2727:20913,7909,58,616,29,84,8,1102,650,354
2730:5871,10520,17,616,654,58,8,542,518,84
2731:18127,12710,616,84,29,8,76,650,354,1102
2734:564,76,1069,736,518,17,616,4017,698,947
2735:17,518,84,302,616,654,76,508,58,564
2737:17,302,654,616,58,8,84,650,518,29
2745:17,654,302,616,58,76,84,354,29,8
2746:16151,27209,4158,24118,5595,22338,23595,32863,38773,13137
2748:5287,564,327,76,5567,3093,103,19670,2139,508
2756:1550,302,654,616,58,84,8,650,29,76
2760:29,84,8,76,650,1102,518,542,138,301
2776:8178,82230,82231,82232,82229,82226,82227,82228,82236,82237
2799:17,76,710,508,8,1002,245,1744,4513,302
2802:302,654,84,58,616,8,29,1102,354,76
2803:2595,2074,11718,88529,94755,33572,19829,670,347,14237
2804:17,654,302,616,58,650,84,224,354,8
2805:656,542,81,17,5582,1410,496,908,1039,3014
2812:22606,302,654,8,29,650,76,542,354,101
2815:168,984,719,1400,463,8860,9874,661,5480,10752
2827:5017,273,94,62155,8118,17,302,616,654,58
2831:654,58,84,29,8,76,518,354,138,542
2846:7655,16056,387,190,302,654,616,84,518,29
2848:521,1217,17,654,616,8,29,84,76,518
2853:18850,463,34823,698,84210,89994,69173,1205,2326,15971
2854:104226,302,654,84,616,58,8,518,354,76
2857:1133,57431,17,302,654,58,616,650,29,76
2858:354,17,84,29,542,650,76,1102,15,101
2861:46215,245,17,1410,15,94,616,76,8,61
2871:4755,189,378,17,3107,1527,245,508,76,2880
2907:116,654,1109,302,654,58,616,84,8,76
2912:17,226,70,508,76,1023,302,1382,8,238
2914:17,302,654,58,8,518,542,76,650,29
2924:1002,245,17,226,76,508,168,2028,710,1744
2925:17,61,245,564,76,616,81,654,302,15
2947:90863,2741,66050,18970,24301,66993,8643,46125,3673,577
2951:1184,302,11919,2745,12712,17,30839,62,51550,224
2959:7869,944,17,616,302,654,8,58,542,518
2960:65,17,302,616,654,8,58,518,84,76
2963:1089,17,616,654,302,58,8,564,542,84
2965:564,135,984,18240,5557,650,29475,6097,698,3789
2967:1287,46215,2268,302,654,616,58,8,84,518
2970:17,616,302,654,58,8,542,650,518,84
2977:59612,3915,17,302,654,616,58,8,84,518
2981:1217,1455,84,29,8,650,76,518,542,1102
2989:709,1196,17,302,654,616,58,76,8,84
2990:29000,22420,29000,13581,16717,57558,5975,21482,76,55922
3002:1247,82230,82231,82232,82229,82226,82227,82228,82237,82238
3004:168,984,8860,463,1400,1326,5480,574,801,76
3011:84226,55993,5731,120511,332,20589,101,123142,12471,35273
3013:17,302,70,76,508,654,8,616,58,84
3037:42168,82230,82231,82232,82229,82227,82228,82226,82237,82238
3038:17,8,302,84,616,32,564,76,650,518
3044:302,654,616,58,84,8,29,76,650,518
3070:17,302,654,616,564,58,650,8,84,736
3081:26821,17,654,302,616,58,84,354,76,8
3100:302,616,84,29,8,76,650,518,542,1102
3102:168,984,1400,574,5480,463,719,5557,8733,8860
3105:17,654,302,58,8,518,84,15,564,29
3107:18867,28943,31762,521,6849,32285,17,76,616,70
3110:378,17,616,302,654,58,8,518,542,15
3111:302,654,616,58,84,8,29,650,518,76
3113:17,302,616,654,58,8,542,76,650,15
3121:1535,116,709,8,542,564,15,70,101,6
3125:749,116,17,302,654,616,58,84,8,29
3126:891,82229,82230,82231,82228,82239,82226,82227,82236,82237
3129:559,8276,302,616,8,84,542,29,518,76
3139:17,361,302,654,354,29,84,58,76,616
3144:709,17,302,84,518,616,654,76,58,564
3152:236,11,10217,17,616,302,654,58,8,542
3166:82228,82229,82224,82225,82226,82227,82230,82235,82236,82237
3167:43490,17,76,302,616,654,564,58,8,70
3169:47872,36134,559,6292,302,616,654,58,8,518
3170:17,616,302,654,8,58,76,564,518,650
3172:17,616,302,654,58,542,8,861,238,15
3176:5367,5344,14498,58,616,84,8,76,650,542
3183:709,18867,17,654,58,616,29,84,76,650
3184:17,131,245,354,76,94,1002,302,61,7210
3193:24472,3476,71980,58,8,518,76,354,6,289
3195:17,302,8,84,654,616,518,58,542,245
3220:2059,616,84,8,650,76,1102,518,138,542
3229:17,302,616,654,58,8,84,15,650,29
3234:20591,1499,302,654,616,1102,58,518,29,354
3237:110318,54099,41101,58923,28760,22678,102041,77678,9915,113362
3238:65,17,302,616,654,58,8,76,542,518
3239:17,58,616,29,84,8,1102,650,76,354
3246:43888,533,603,8772,4671,1337,76,311,911,5319
3258:17,654,58,8,84,542,29,76,564,15
3263:18867,17,302,616,654,58,8,542,76,15
3264:82230,82229,82226,82227,82228,82231,82236,82237,82238,82235
3277:76,168,17,719,564,698,226,984,302,2139
3279:17,302,654,616,58,84,564,8,650,29
3295:17,76,81,8,70,616,226,58,2139,564
3305:17,76,2139,262,70,805,500,616,302,564
3306:23395,12690,6901,1651,4146,28389,8129,48431,10692,11653
3308:65,17,302,616,654,58,542,8,518,15
3309:1806,5069,8803,302,616,84,29,518,650,542
3319:3003,82229,82230,82231,82228,82225,82226,82227,82235,82236
3320:2548,3196,17,10541,197,5111,8069,4755,508,7160
3328:116,616,58,84,29,8,650,76,518,354
3329:17,429,616,654,8,542,302,76,58,508
3335:59585,34983,3476,22008,654,58,616,84,8,650
3346:2375,17,616,245,542,15,518,302,654,8
3352:65,17,654,302,616,58,8,84,542,76
3353:17,302,654,616,58,564,650,8,84,29
3360:2097,1039,12859,302,654,616,84,58,8,29
3374:17,616,654,58,302,15,542,8,518,29
3376:239,17,302,654,616,58,226,76,650,8
3383:29,103598,17,70,138,654,302,354,84,58
3386:776,5747,10675,4212,17,302,654,58,76,616
3411:431,17,302,654,616,58,29,84,8,76
3412:129,1355,21113,6921,79323,68683,12039,62680,56533,1007
3413:806,61736,119,17,302,616,654,8,58,518
3416:12522,4755,1352,2880,10041,189,4568,3107,3172,1527
3419:750,356,17,654,616,29,650,8,84,76
3421:18391,1348,7407,8803,1806,17,84,8,650,76
3423:17,616,8,302,58,654,76,564,518,650
3426:17,616,654,302,58,542,8,15,518,861
3428:4414,285,699,1196,65,17,302,654,58,8
3429:302,654,84,8,76,650,518,354,542,1102
3431:3225,80576,88768,1730,683,76,34500,2139,47290,82236
3432:17,302,654,616,564,58,650,8,84,736
3450:21028,9662,17,76,616,302,58,654,564,8
3453:34138,101987,168,719,5480,661,1326,1400,463,1528
3475:17,2030,302,616,654,58,8,245,518,61
3478:84,8,650,518,15,1102,289,6,101,70
3479:726,105999,470,72699,1039,21768,17,654,616,302
3480:923,19405,17,302,654,616,29,650,76,542
3490:1217,19963,17,84,542,1102,6,289,354,61
3500:8868,65,20765,16385,6793,967,654,616,58,8
3514:3915,302,616,84,8,29,650,518,542,354
